fecha,sede_id,ciudad,departamento,macrozona,fase_campania,festival_abierto_flag,fin_de_semana_flag,lluvia_flag,promocion_activa_flag,inversion_publicitaria_soles,vistas_video_miles,entradas_vendidas,ventas_soles
2026-05-02,SED-02,Piura,Piura,Costa,Después del video,1,1,0,1,808.45,15.92,358,11859.24
2026-05-02,SED-03,Trujillo,La Libertad,Costa,Después del video,1,1,1,1,689.85,18.07,272,8793.65
2026-05-02,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,1,0,1,730.67,18.31,342,11329.88
2026-05-02,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,1,0,1,645.72,14.78,435,14502.14
2026-05-02,SED-06,Cusco,Cusco,Sierra,Después del video,1,1,0,1,594.99,20.48,364,12697.3
2026-05-02,SED-07,Puno,Puno,Sierra,Después del video,1,1,0,1,795.57,17.06,264,8458.59
2026-05-02,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,1,0,1,835.83,16.11,189,6256.92
2026-05-02,SED-09,Huancayo,Junín,Sierra,Después del video,1,1,0,1,762.18,14.02,297,9919.04
2026-05-02,SED-10,Tarapoto,San Martín,Selva,Después del video,1,1,0,1,883.38,20.95,254,8484.55
2026-05-02,SED-11,Iquitos,Loreto,Selva,Después del video,1,1,0,1,737.23,16.72,249,8023.6
2026-05-02,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,1,1,1,670.79,16.06,161,5463.31
2026-05-03,SED-01,Lima,Lima,Costa,Después del video,1,1,0,1,984.96,24.43,650,21891.58
2026-05-03,SED-02,Piura,Piura,Costa,Después del video,1,1,0,1,404.12,13.36,334,11063.86
2026-05-03,SED-03,Trujillo,La Libertad,Costa,Después del video,1,1,0,1,798.14,17.45,384,12513.36
2026-05-03,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,1,0,1,786.91,17.73,254,8804.9
2026-05-03,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,1,1,1,783.24,18.64,384,13060.52
2026-05-03,SED-06,Cusco,Cusco,Sierra,Después del video,1,1,1,1,943.43,19.62,357,12317.51
2026-05-03,SED-07,Puno,Puno,Sierra,Después del video,1,1,0,1,861.93,17.25,268,8938.85
2026-05-03,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,1,0,1,733.11,15.64,211,6975.26
2026-05-03,SED-09,Huancayo,Junín,Sierra,Después del video,1,1,0,1,609.47,15.49,263,8385.24
2026-05-03,SED-10,Tarapoto,San Martín,Selva,Después del video,1,1,1,1,760.28,20.51,170,5714.97
2026-05-03,SED-11,Iquitos,Loreto,Selva,Después del video,1,1,0,1,479.68,15.55,282,9180.31
2026-05-03,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,1,0,1,859.51,15.43,194,6418.32
2026-05-04,SED-01,Lima,Lima,Costa,Después del video,1,0,0,1,889.72,24.4,426,15179.17
2026-05-04,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,677.11,11.96,179,6088.88
2026-05-04,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,1,711.29,17.84,240,7620.27
2026-05-04,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,1,0,764.37,15.71,140,5000.16
2026-05-04,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,578.82,18.51,264,9382.96
2026-05-04,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,679.79,24.68,307,10187.15
2026-05-04,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,0,581.29,11.93,158,5541.4
2026-05-04,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,1,324.7,11.2,126,4192.66
2026-05-04,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,1,0,935.12,20.29,147,5336.19
2026-05-04,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,0,772.93,18.73,104,3676.66
2026-05-04,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,0,0,750.63,12.99,144,5097.2
2026-05-04,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,0,1,641.88,15.14,150,5060.01
2026-05-05,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,905.42,25.45,437,15467.5
2026-05-05,SED-02,Piura,Piura,Costa,Después del video,1,0,0,1,735.91,18.33,261,9131.81
2026-05-05,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,925.19,18.56,214,7465.18
2026-05-05,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,826.11,13.95,188,6862.55
2026-05-05,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,1,873.53,21.91,291,9269.2
2026-05-05,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,1,0,1015.42,25.55,174,6035.8
2026-05-05,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,0,745.92,22.68,151,5486.94
2026-05-05,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,848.86,15.78,119,4150.34
2026-05-05,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,677.43,19.44,154,5612.01
2026-05-05,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,0,765.34,16.66,122,4275.28
2026-05-05,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,0,1,664.2,16.75,188,6488.03
2026-05-05,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,0,0,734.93,18.02,117,4212.53
2026-05-06,SED-01,Lima,Lima,Costa,Después del video,1,0,1,0,846.68,21.96,372,13087.27
2026-05-06,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,520.68,14.51,205,7231.11
2026-05-06,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,1,502.91,16.84,197,6577.74
2026-05-06,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,474.92,12.17,162,5730.86
2026-05-06,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,634.93,15.41,193,6910.09
2026-05-06,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,682.59,21.78,241,8136.17
2026-05-06,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,0,768.86,20.74,135,4848.1
2026-05-06,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,744.28,17.37,146,5015.07
2026-05-06,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,526.03,13.76,187,6680.05
2026-05-06,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,0,675.94,19.96,133,4794.78
2026-05-06,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,0,1,832.14,16.3,183,6140.91
2026-05-06,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,0,1,714.72,16.22,173,5742.7
2026-05-07,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,894.93,22.77,420,14285.4
2026-05-07,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,582.67,16.26,228,8363.53
2026-05-07,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,1,796.82,19.2,224,7568.61
2026-05-07,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,698.61,18.0,140,4970.55
2026-05-07,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,1,649.78,14.54,273,9522.11
2026-05-07,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,614.68,20.8,243,8327.13
2026-05-07,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,0,711.62,14.93,123,4354.36
2026-05-07,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,578.67,19.43,112,3883.39
2026-05-07,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,789.62,15.45,152,5310.36
2026-05-07,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,0,720.39,18.66,126,4426.3
2026-05-07,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,1,754.61,19.24,169,5784.9
2026-05-07,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,1,1,656.72,13.93,123,4288.04
2026-05-08,SED-01,Lima,Lima,Costa,Después del video,1,0,1,1,669.25,23.44,424,14193.19
2026-05-08,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,814.77,19.63,154,5494.97
2026-05-08,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,638.75,13.1,177,6480.27
2026-05-08,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,1,1,809.09,15.26,172,5706.18
2026-05-08,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,616.05,18.12,214,7355.71
2026-05-08,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,851.46,22.89,300,9846.3
2026-05-08,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,1,688.67,12.99,194,6769.03
2026-05-08,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,1,760.11,17.73,161,5264.86
2026-05-08,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,1,688.66,15.92,188,6311.24
2026-05-08,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,0,700.54,18.05,107,3828.11
2026-05-08,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,1,701.36,19.07,151,5315.74
2026-05-08,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,1,0,695.51,16.76,120,4371.22
2026-05-09,SED-01,Lima,Lima,Costa,Después del video,1,1,0,1,933.1,21.65,654,21902.09
2026-05-09,SED-02,Piura,Piura,Costa,Después del video,1,1,0,1,779.32,18.24,287,9153.47
2026-05-09,SED-03,Trujillo,La Libertad,Costa,Después del video,1,1,0,1,886.83,17.64,323,10732.37
2026-05-09,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,1,0,1,699.16,19.97,323,10938.65
2026-05-09,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,1,0,1,664.58,16.85,400,13056.61
2026-05-09,SED-06,Cusco,Cusco,Sierra,Después del video,1,1,0,1,744.07,23.24,374,12558.57
2026-05-09,SED-07,Puno,Puno,Sierra,Después del video,1,1,1,1,722.86,16.09,229,7936.47
2026-05-09,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,1,1,1,809.4,14.76,190,6302.11
2026-05-09,SED-09,Huancayo,Junín,Sierra,Después del video,1,1,0,1,826.37,15.81,255,8316.2
2026-05-09,SED-10,Tarapoto,San Martín,Selva,Después del video,1,1,1,1,784.24,15.81,177,6233.9
2026-05-09,SED-11,Iquitos,Loreto,Selva,Después del video,1,1,0,1,614.36,17.08,265,8734.96
2026-05-09,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,1,1,1,968.07,17.98,183,6408.17
2026-05-10,SED-01,Lima,Lima,Costa,Después del video,1,1,0,1,713.96,18.87,611,20085.72
2026-05-10,SED-02,Piura,Piura,Costa,Después del video,1,1,0,1,670.15,18.46,283,9446.43
2026-05-10,SED-03,Trujillo,La Libertad,Costa,Después del video,1,1,0,1,909.38,21.83,348,11698.94
2026-05-10,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,1,0,1,703.89,21.39,301,10078.87
2026-05-10,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,1,0,1,602.47,15.51,364,12237.24
2026-05-10,SED-06,Cusco,Cusco,Sierra,Después del video,1,1,0,1,441.44,18.79,359,12515.16
2026-05-10,SED-07,Puno,Puno,Sierra,Después del video,1,1,0,1,661.67,19.02,212,7368.08
2026-05-10,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,1,1,1,707.02,14.65,165,5492.99
2026-05-10,SED-09,Huancayo,Junín,Sierra,Después del video,1,1,0,1,798.64,14.32,291,9737.39
2026-05-10,SED-10,Tarapoto,San Martín,Selva,Después del video,1,1,0,1,747.69,18.12,173,5635.63
2026-05-10,SED-11,Iquitos,Loreto,Selva,Después del video,1,1,1,1,569.97,12.42,172,5668.82
2026-05-10,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,1,0,1,582.02,19.42,233,7882.39
2026-05-11,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,909.88,19.67,401,13672.62
2026-05-11,SED-02,Piura,Piura,Costa,Después del video,1,0,0,1,787.73,18.03,217,7367.64
2026-05-11,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,546.71,14.2,213,7262.07
2026-05-11,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,1,1,756.1,17.49,152,5121.83
2026-05-11,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,870.62,19.26,227,7825.32
2026-05-11,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,644.61,22.33,259,8513.09
2026-05-11,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,1,715.38,19.53,194,6245.76
2026-05-11,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,1,735.48,16.67,135,4427.91
2026-05-11,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,1,671.87,14.93,179,6171.83
2026-05-11,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,1,626.49,18.25,126,4118.27
2026-05-11,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,0,0,758.35,17.97,156,5833.53
2026-05-11,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,1,0,788.22,14.67,106,3980.67
2026-05-12,SED-01,Lima,Lima,Costa,Después del video,1,0,0,1,743.55,23.32,517,16741.06
2026-05-12,SED-02,Piura,Piura,Costa,Después del video,1,0,0,1,907.21,18.04,277,9621.95
2026-05-12,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,1,650.55,14.04,285,9384.22
2026-05-12,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,1,865.93,20.75,211,7033.36
2026-05-12,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,1,754.06,19.55,264,8874.38
2026-05-12,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,825.63,27.17,286,10128.73
2026-05-12,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,0,708.71,14.07,157,5680.68
2026-05-12,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,1,0,633.76,18.13,104,3734.02
2026-05-12,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,691.81,16.32,192,6810.08
2026-05-12,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,1,671.35,12.8,159,5068.03
2026-05-12,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,0,767.42,19.56,123,4191.64
2026-05-12,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,0,1,734.33,15.79,157,5472.04
2026-05-13,SED-01,Lima,Lima,Costa,Después del video,1,0,0,1,769.49,23.37,522,16459.8
2026-05-13,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,813.04,15.09,212,7648.56
2026-05-13,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,1,0,796.12,13.3,194,6638.29
2026-05-13,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,731.32,17.09,181,6415.91
2026-05-13,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,1,1,773.81,19.94,268,8899.22
2026-05-13,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,1,0,688.63,23.79,220,8067.83
2026-05-13,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,0,657.48,15.36,146,4846.69
2026-05-13,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,454.68,14.02,112,3982.18
2026-05-13,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,1,773.16,17.63,186,6277.01
2026-05-13,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,1,580.65,16.93,146,4761.88
2026-05-13,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,0,0,470.44,14.22,150,5255.18
2026-05-13,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,1,0,840.63,16.27,108,3800.79
2026-05-14,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,944.13,24.6,482,16483.35
2026-05-14,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,622.64,15.64,185,6710.71
2026-05-14,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,747.41,12.79,210,7570.46
2026-05-14,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,632.89,15.71,179,6402.89
2026-05-14,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,809.46,15.58,214,7889.84
2026-05-14,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,593.73,26.46,336,11651.85
2026-05-14,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,1,748.47,14.6,187,6181.97
2026-05-14,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,1,562.65,14.43,162,5451.41
2026-05-14,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,1,657.75,17.67,207,7114.57
2026-05-14,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,0,531.4,18.42,128,4573.98
2026-05-14,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,0,1,598.04,17.4,186,6038.96
2026-05-14,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,0,1,781.71,17.71,207,6852.37
2026-05-15,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,1124.45,24.7,406,14229.83
2026-05-15,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,765.6,11.85,248,8987.25
2026-05-15,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,1,821.82,18.03,282,9236.3
2026-05-15,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,888.08,17.59,172,6011.68
2026-05-15,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,1,0,910.79,19.96,216,7322.19
2026-05-15,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,543.85,24.23,260,8737.93
2026-05-15,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,1,831.16,17.73,180,5822.32
2026-05-15,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,1,0,696.62,21.24,116,4118.52
2026-05-15,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,1,1,654.59,15.17,161,5402.08
2026-05-15,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,1,792.13,16.28,140,4308.44
2026-05-15,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,0,1,601.44,16.76,169,5679.48
2026-05-15,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,0,0,646.72,19.45,132,4528.38
2026-05-16,SED-01,Lima,Lima,Costa,Después del video,1,1,1,1,1002.73,23.18,619,20817.97
2026-05-16,SED-02,Piura,Piura,Costa,Después del video,1,1,0,1,797.65,15.27,278,8880.42
2026-05-16,SED-03,Trujillo,La Libertad,Costa,Después del video,1,1,0,1,604.42,12.93,340,11786.43
2026-05-16,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,1,0,1,619.29,15.95,266,9198.63
2026-05-16,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,1,0,1,703.09,19.48,294,10075.18
2026-05-16,SED-06,Cusco,Cusco,Sierra,Después del video,1,1,0,1,744.56,23.48,373,12746.22
2026-05-16,SED-07,Puno,Puno,Sierra,Después del video,1,1,1,1,748.84,14.35,235,7650.39
2026-05-16,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,1,0,1,806.66,15.55,234,7800.34
2026-05-16,SED-09,Huancayo,Junín,Sierra,Después del video,1,1,1,1,643.58,16.42,208,6943.37
2026-05-16,SED-10,Tarapoto,San Martín,Selva,Después del video,1,1,0,1,791.85,19.64,204,6783.15
2026-05-16,SED-11,Iquitos,Loreto,Selva,Después del video,1,1,0,1,687.73,17.96,250,8221.35
2026-05-16,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,1,1,1,826.11,22.49,245,7867.19
2026-05-17,SED-01,Lima,Lima,Costa,Después del video,1,1,0,1,675.56,21.67,644,21353.44
2026-05-17,SED-02,Piura,Piura,Costa,Después del video,1,1,0,1,689.23,19.3,282,9512.26
2026-05-17,SED-03,Trujillo,La Libertad,Costa,Después del video,1,1,0,1,888.13,16.19,394,13366.44
2026-05-17,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,1,0,1,776.85,15.85,292,9801.94
2026-05-17,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,1,0,1,710.78,19.01,349,11311.17
2026-05-17,SED-06,Cusco,Cusco,Sierra,Después del video,1,1,0,1,801.88,21.52,315,10771.59
2026-05-17,SED-07,Puno,Puno,Sierra,Después del video,1,1,0,1,621.71,14.22,225,7188.07
2026-05-17,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,1,0,1,595.84,15.93,176,5858.33
2026-05-17,SED-09,Huancayo,Junín,Sierra,Después del video,1,1,1,1,496.12,17.14,221,7521.11
2026-05-17,SED-10,Tarapoto,San Martín,Selva,Después del video,1,1,1,1,565.45,11.87,160,5187.73
2026-05-17,SED-11,Iquitos,Loreto,Selva,Después del video,1,1,1,1,837.1,21.38,212,7053.66
2026-05-17,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,1,1,1,740.25,15.36,193,6537.49
2026-05-18,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,688.93,26.83,404,14921.07
2026-05-18,SED-02,Piura,Piura,Costa,Después del video,1,0,0,1,545.05,15.31,247,8202.39
2026-05-18,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,512.96,13.65,194,6852.76
2026-05-18,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,1,851.61,17.0,201,6691.12
2026-05-18,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,908.08,19.11,236,8458.52
2026-05-18,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,722.39,23.52,244,8658.28
2026-05-18,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,0,604.11,16.31,165,5840.78
2026-05-18,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,894.91,20.89,118,4190.28
2026-05-18,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,637.7,15.08,158,5580.52
2026-05-18,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,0,707.76,14.62,124,4499.97
2026-05-18,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,0,925.28,19.08,131,4737.92
2026-05-18,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,1,0,564.34,16.84,96,3453.01
2026-05-19,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,966.81,22.37,473,16728.66
2026-05-19,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,689.78,16.86,208,7151.39
2026-05-19,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,683.44,17.52,194,6747.0
2026-05-19,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,857.59,20.18,161,5741.49
2026-05-19,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,1,0,874.84,17.76,200,6842.92
2026-05-19,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,1,0,680.07,21.64,184,6732.72
2026-05-19,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,0,786.04,15.04,137,4900.79
2026-05-19,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,1,771.11,18.7,119,3914.19
2026-05-19,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,743.78,15.16,129,4721.31
2026-05-19,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,1,708.7,15.13,136,4329.11
2026-05-19,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,0,0,713.59,18.15,140,5066.5
2026-05-19,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,1,1,884.31,19.51,124,4319.98
2026-05-20,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,887.21,22.64,396,13698.43
2026-05-20,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,638.89,17.52,164,5868.79
2026-05-20,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,1,0,726.29,14.8,178,5997.56
2026-05-20,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,726.23,20.33,196,6935.86
2026-05-20,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,1,0,542.55,16.1,215,7566.39
2026-05-20,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,733.93,19.91,205,7093.72
2026-05-20,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,0,762.05,15.53,132,4757.5
2026-05-20,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,741.34,18.23,112,3948.61
2026-05-20,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,665.55,17.57,132,4820.35
2026-05-20,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,0,765.15,20.24,141,4860.43
2026-05-20,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,1,814.27,16.92,127,4204.63
2026-05-20,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,1,0,959.03,19.33,126,4512.14
2026-05-21,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,757.69,23.39,503,17162.35
2026-05-21,SED-02,Piura,Piura,Costa,Después del video,1,0,0,1,786.48,14.11,255,8432.35
2026-05-21,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,666.43,16.68,211,7661.23
2026-05-21,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,987.72,17.98,182,6486.21
2026-05-21,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,1,747.71,14.41,217,6857.66
2026-05-21,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,624.16,24.11,268,9506.39
2026-05-21,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,0,803.58,21.21,108,3969.95
2026-05-21,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,609.03,13.97,129,4657.13
2026-05-21,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,1,657.5,16.96,169,5572.0
2026-05-21,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,0,771.29,19.06,104,3681.98
2026-05-21,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,0,675.92,13.6,138,5099.88
2026-05-21,SED-12,Pucallpa,Ucayali,Selva,Después del video,1,0,0,1,818.85,13.63,138,4548.33
2026-05-22,SED-01,Lima,Lima,Costa,Después del video,1,0,0,1,762.82,20.65,507,17505.93
2026-05-22,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,610.6,15.89,169,6006.96
2026-05-22,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,1,709.26,16.33,247,8013.34
2026-05-22,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,819.97,19.8,176,6025.81
2026-05-22,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,1,571.98,13.04,287,9754.8
2026-05-22,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,852.32,19.8,283,9678.95
2026-05-22,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,0,706.49,16.85,142,5096.95
2026-05-22,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,1,629.75,15.52,127,4178.42
2026-05-22,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,695.77,18.54,129,4561.63
2026-05-22,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,0,836.68,16.5,106,3653.38
2026-05-22,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,1,720.26,11.48,175,5642.17
