envio_id,fecha_envio,semana_inicio,sede_id,ciudad,departamento,macrozona,transportista,vehiculo,distancia_km,lluvia_flag,lluvia_mm,minutos_objetivo,minutos_reales,tardanza_flag,bultos,costo_soles
ENV-01300,2026-06-04,2026-06-01,SED-07,Puno,Puno,Sierra,Apu Express,Moto,35.3,0,0.0,92.0,90.0,0,41,265.57
ENV-01301,2026-06-06,2026-06-01,SED-07,Puno,Puno,Sierra,Costa Norte,Van,11.9,1,1.1,69.9,86.8,1,6,160.1
ENV-01302,2026-06-02,2026-06-01,SED-07,Puno,Puno,Sierra,Apu Express,Van,157.6,0,0.0,252.0,246.7,0,15,405.16
ENV-01303,2026-06-02,2026-06-01,SED-07,Puno,Puno,Sierra,Costa Norte,Van,55.0,0,0.0,123.7,120.4,0,26,254.55
ENV-01304,2026-06-03,2026-06-01,SED-07,Puno,Puno,Sierra,Apu Express,Moto,129.4,0,0.0,190.9,199.4,0,22,376.19
ENV-01305,2026-06-03,2026-06-01,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Camión,39.7,0,0.0,111.4,97.2,0,22,214.72
ENV-01306,2026-06-07,2026-06-01,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Van,250.2,0,0.0,367.7,422.3,1,29,615.23
ENV-01307,2026-06-07,2026-06-01,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Camión,165.9,1,3.6,290.6,404.9,1,18,474.42
ENV-01308,2026-06-04,2026-06-01,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Camión,43.7,0,0.0,117.0,115.2,0,23,224.92
ENV-01309,2026-06-05,2026-06-01,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Moto,66.8,1,9.2,125.2,163.5,1,8,265.06
ENV-01310,2026-06-03,2026-06-01,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Camión,182.6,0,0.0,314.2,315.0,0,17,456.31
ENV-01311,2026-06-02,2026-06-01,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Moto,32.7,0,0.0,89.4,79.7,0,28,220.72
ENV-01312,2026-06-01,2026-06-01,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Van,79.0,0,0.0,153.7,133.5,0,15,263.65
ENV-01313,2026-06-01,2026-06-01,SED-09,Huancayo,Junín,Sierra,Costa Norte,Van,102.4,0,0.0,182.9,183.8,0,32,358.44
ENV-01314,2026-06-06,2026-06-01,SED-09,Huancayo,Junín,Sierra,Apu Express,Camión,73.6,1,42.1,159.6,260.7,1,29,342.47
ENV-01315,2026-06-06,2026-06-01,SED-09,Huancayo,Junín,Sierra,Costa Norte,Camión,94.3,0,0.0,188.9,219.3,1,39,365.65
ENV-01316,2026-06-07,2026-06-01,SED-09,Huancayo,Junín,Sierra,Costa Norte,Van,104.6,0,0.0,185.8,163.3,0,7,284.99
ENV-01317,2026-06-01,2026-06-01,SED-09,Huancayo,Junín,Sierra,Río Rápido,Camión,145.2,1,19.9,261.2,389.8,1,6,400.04
ENV-01318,2026-06-03,2026-06-01,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,107.9,0,0.0,189.9,217.2,1,36,380.84
ENV-01319,2026-06-07,2026-06-01,SED-09,Huancayo,Junín,Sierra,Costa Norte,Camión,99.9,0,0.0,196.9,215.1,0,13,295.13
ENV-01320,2026-06-02,2026-06-01,SED-09,Huancayo,Junín,Sierra,Apu Express,Camión,71.0,0,0.0,155.8,147.7,0,20,264.79
ENV-01321,2026-06-01,2026-06-01,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,45.6,1,44.2,112.0,160.1,1,21,267.22
ENV-01322,2026-06-06,2026-06-01,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,37.1,0,0.0,101.3,98.9,0,4,154.13
ENV-01323,2026-06-07,2026-06-01,SED-10,Tarapoto,San Martín,Selva,Apu Express,Moto,126.8,1,16.8,188.2,217.3,1,6,366.89
ENV-01324,2026-06-01,2026-06-01,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Camión,215.2,1,13.5,360.6,557.4,1,10,538.33
ENV-01325,2026-06-04,2026-06-01,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,13.4,0,0.0,71.8,71.1,0,16,148.78
ENV-01326,2026-06-03,2026-06-01,SED-10,Tarapoto,San Martín,Selva,Río Rápido,Van,49.2,0,0.0,116.5,127.4,0,32,262.78
ENV-01327,2026-06-05,2026-06-01,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Moto,82.4,0,0.0,141.5,125.2,0,14,266.72
ENV-01328,2026-06-06,2026-06-01,SED-10,Tarapoto,San Martín,Selva,Apu Express,Moto,40.5,1,5.8,97.5,97.5,0,19,251.81
ENV-01329,2026-06-05,2026-06-01,SED-11,Iquitos,Loreto,Selva,Río Rápido,Camión,100.0,1,13.9,196.9,257.0,1,28,386.73
ENV-01330,2026-06-03,2026-06-01,SED-11,Iquitos,Loreto,Selva,Costa Norte,Moto,32.5,1,4.7,89.1,110.0,1,16,228.06
ENV-01331,2026-06-05,2026-06-01,SED-11,Iquitos,Loreto,Selva,Costa Norte,Camión,151.9,0,0.0,270.7,264.2,0,38,466.24
ENV-01332,2026-06-02,2026-06-01,SED-11,Iquitos,Loreto,Selva,Apu Express,Van,60.6,1,11.7,130.7,159.4,1,15,275.52
ENV-01333,2026-06-01,2026-06-01,SED-11,Iquitos,Loreto,Selva,Río Rápido,Van,215.0,1,11.3,323.8,379.2,1,37,621.77
ENV-01334,2026-06-03,2026-06-01,SED-11,Iquitos,Loreto,Selva,Apu Express,Moto,29.6,1,4.8,86.1,86.4,0,7,195.05
ENV-01335,2026-06-01,2026-06-01,SED-11,Iquitos,Loreto,Selva,Río Rápido,Van,374.8,0,0.0,523.5,543.2,0,14,793.0
ENV-01336,2026-06-06,2026-06-01,SED-11,Iquitos,Loreto,Selva,Costa Norte,Van,28.1,0,0.0,90.1,96.9,0,6,144.16
ENV-01337,2026-06-05,2026-06-01,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,59.6,1,23.7,129.5,209.3,1,35,335.8
ENV-01338,2026-06-05,2026-06-01,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,125.7,0,0.0,212.2,220.4,0,26,381.9
ENV-01339,2026-06-02,2026-06-01,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Van,150.5,0,0.0,243.1,263.0,0,13,386.16
ENV-01340,2026-06-03,2026-06-01,SED-12,Pucallpa,Ucayali,Selva,Apu Express,Van,63.1,1,12.9,133.9,144.8,0,30,326.56
ENV-01341,2026-06-01,2026-06-01,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Camión,24.4,0,0.0,89.6,90.8,0,27,202.54
ENV-01342,2026-06-04,2026-06-01,SED-12,Pucallpa,Ucayali,Selva,Apu Express,Van,71.5,0,0.0,144.4,131.9,0,41,330.85
ENV-01343,2026-06-07,2026-06-01,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,89.1,0,0.0,166.4,199.5,1,29,325.32
ENV-01344,2026-06-04,2026-06-01,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Camión,133.6,1,3.0,244.7,250.5,0,10,391.48
ENV-01345,2026-06-09,2026-06-08,SED-01,Lima,Lima,Costa,Costa Norte,Van,28.2,0,0.0,90.3,102.8,1,12,162.99
ENV-01346,2026-06-10,2026-06-08,SED-01,Lima,Lima,Costa,Apu Express,Van,176.4,0,0.0,275.5,299.4,0,19,451.49
ENV-01347,2026-06-09,2026-06-08,SED-01,Lima,Lima,Costa,Apu Express,Camión,80.6,0,0.0,169.5,154.0,0,33,322.39
ENV-01348,2026-06-10,2026-06-08,SED-01,Lima,Lima,Costa,Río Rápido,Camión,112.9,0,0.0,215.3,249.2,1,22,346.34
ENV-01349,2026-06-08,2026-06-08,SED-01,Lima,Lima,Costa,Apu Express,Camión,296.8,1,9.7,476.5,687.7,1,41,781.42
ENV-01350,2026-06-09,2026-06-08,SED-01,Lima,Lima,Costa,Apu Express,Van,285.6,1,17.3,412.0,616.6,1,24,708.49
ENV-01351,2026-06-14,2026-06-08,SED-01,Lima,Lima,Costa,Costa Norte,Van,53.0,0,0.0,121.3,129.1,0,32,269.65
ENV-01352,2026-06-14,2026-06-08,SED-01,Lima,Lima,Costa,Costa Norte,Moto,28.1,0,0.0,84.6,115.9,1,31,221.76
ENV-01353,2026-06-11,2026-06-08,SED-02,Piura,Piura,Costa,Costa Norte,Van,107.5,0,0.0,189.4,199.4,0,21,333.65
ENV-01354,2026-06-11,2026-06-08,SED-02,Piura,Piura,Costa,Río Rápido,Van,47.9,0,0.0,114.9,119.7,0,31,257.37
ENV-01355,2026-06-13,2026-06-08,SED-02,Piura,Piura,Costa,Costa Norte,Moto,66.7,0,0.0,125.1,130.4,0,29,284.99
ENV-01356,2026-06-10,2026-06-08,SED-02,Piura,Piura,Costa,Apu Express,Moto,20.0,0,0.0,76.0,74.0,0,35,219.55
ENV-01357,2026-06-13,2026-06-08,SED-02,Piura,Piura,Costa,Río Rápido,Van,283.4,1,6.0,409.3,589.2,1,19,689.05
ENV-01358,2026-06-09,2026-06-08,SED-02,Piura,Piura,Costa,Apu Express,Camión,92.1,0,0.0,185.8,258.3,1,37,355.45
ENV-01359,2026-06-13,2026-06-08,SED-02,Piura,Piura,Costa,Apu Express,Van,82.5,0,0.0,158.2,149.9,0,24,297.96
ENV-01360,2026-06-11,2026-06-08,SED-02,Piura,Piura,Costa,Apu Express,Van,48.5,0,0.0,115.7,97.3,0,36,273.99
ENV-01361,2026-06-13,2026-06-08,SED-03,Trujillo,La Libertad,Costa,Apu Express,Van,83.4,0,0.0,159.3,143.3,0,39,346.07
ENV-01362,2026-06-14,2026-06-08,SED-03,Trujillo,La Libertad,Costa,Apu Express,Camión,384.5,0,0.0,601.0,578.6,0,11,801.26
ENV-01363,2026-06-11,2026-06-08,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Camión,106.7,0,0.0,206.6,269.5,1,21,332.21
ENV-01364,2026-06-12,2026-06-08,SED-03,Trujillo,La Libertad,Costa,Apu Express,Camión,23.4,0,0.0,88.3,108.0,1,8,142.0
ENV-01365,2026-06-11,2026-06-08,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Van,127.6,0,0.0,214.5,332.2,1,18,360.5
ENV-01366,2026-06-14,2026-06-08,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Moto,215.6,0,0.0,281.4,363.7,1,4,475.53
ENV-01367,2026-06-13,2026-06-08,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Moto,111.9,1,25.3,172.5,259.1,1,19,380.28
ENV-01368,2026-06-09,2026-06-08,SED-03,Trujillo,La Libertad,Costa,Apu Express,Camión,236.3,1,21.7,390.5,436.1,0,18,601.12
ENV-01369,2026-06-10,2026-06-08,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Camión,54.1,0,0.0,131.9,139.4,0,37,287.12
ENV-01370,2026-06-11,2026-06-08,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Van,115.7,1,10.3,199.7,229.4,1,5,343.84
ENV-01371,2026-06-12,2026-06-08,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Camión,84.4,0,0.0,174.9,177.7,0,20,288.93
ENV-01372,2026-06-08,2026-06-08,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Camión,48.4,0,0.0,123.7,122.5,0,17,214.78
ENV-01373,2026-06-14,2026-06-08,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Camión,71.3,0,0.0,156.2,150.8,0,36,314.86
ENV-01374,2026-06-09,2026-06-08,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Camión,142.2,0,0.0,256.9,241.9,0,34,436.34
ENV-01375,2026-06-09,2026-06-08,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Moto,51.1,0,0.0,108.6,81.2,0,11,201.04
ENV-01376,2026-06-11,2026-06-08,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Van,29.6,0,0.0,92.0,101.7,0,20,190.3
ENV-01377,2026-06-11,2026-06-08,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Camión,61.6,0,0.0,142.5,180.8,1,27,269.65
ENV-01378,2026-06-11,2026-06-08,SED-05,Arequipa,Arequipa,Sierra,Río Rápido,Van,23.6,0,0.0,84.5,85.8,0,17,170.17
ENV-01379,2026-06-12,2026-06-08,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Camión,252.0,1,14.4,412.9,566.4,1,17,626.36
ENV-01380,2026-06-11,2026-06-08,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Camión,159.2,0,0.0,281.0,313.5,0,16,411.14
ENV-01381,2026-06-13,2026-06-08,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Camión,147.0,0,0.0,263.7,298.1,1,19,398.42
ENV-01382,2026-06-11,2026-06-08,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,111.9,0,0.0,194.9,233.1,1,27,360.12
ENV-01383,2026-06-11,2026-06-08,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Camión,150.0,0,0.0,268.0,310.0,1,5,360.45
ENV-01384,2026-06-13,2026-06-08,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,52.0,1,1.9,120.0,159.6,1,5,229.06
ENV-01385,2026-06-14,2026-06-08,SED-06,Cusco,Cusco,Sierra,Río Rápido,Camión,30.7,1,29.0,98.7,121.7,1,38,293.15
ENV-01386,2026-06-13,2026-06-08,SED-06,Cusco,Cusco,Sierra,Apu Express,Camión,30.0,0,0.0,97.6,110.0,1,18,184.8
ENV-01387,2026-06-13,2026-06-08,SED-06,Cusco,Cusco,Sierra,Río Rápido,Van,160.3,0,0.0,255.4,261.9,0,21,428.64
ENV-01388,2026-06-09,2026-06-08,SED-06,Cusco,Cusco,Sierra,Apu Express,Moto,59.6,0,0.0,117.6,115.5,0,14,225.72
ENV-01389,2026-06-08,2026-06-08,SED-06,Cusco,Cusco,Sierra,Río Rápido,Camión,153.0,0,0.0,272.2,338.0,1,11,384.48
ENV-01390,2026-06-10,2026-06-08,SED-06,Cusco,Cusco,Sierra,Río Rápido,Camión,43.4,0,0.0,116.7,91.6,0,26,233.78
ENV-01391,2026-06-11,2026-06-08,SED-06,Cusco,Cusco,Sierra,Apu Express,Camión,97.5,1,2.5,193.5,213.8,0,19,354.44
ENV-01392,2026-06-11,2026-06-08,SED-06,Cusco,Cusco,Sierra,Río Rápido,Van,91.1,1,10.4,168.9,220.2,1,21,349.07
ENV-01393,2026-06-12,2026-06-08,SED-07,Puno,Puno,Sierra,Apu Express,Camión,132.7,0,0.0,243.4,229.5,0,29,403.69
ENV-01394,2026-06-14,2026-06-08,SED-07,Puno,Puno,Sierra,Apu Express,Van,148.7,0,0.0,240.8,286.3,1,33,444.88
ENV-01395,2026-06-14,2026-06-08,SED-07,Puno,Puno,Sierra,Costa Norte,Van,42.1,0,0.0,107.7,124.5,1,35,259.35
ENV-01396,2026-06-14,2026-06-08,SED-07,Puno,Puno,Sierra,Costa Norte,Camión,216.3,0,0.0,362.1,380.4,0,39,585.21
ENV-01397,2026-06-09,2026-06-08,SED-07,Puno,Puno,Sierra,Río Rápido,Camión,125.6,1,22.2,233.4,303.2,1,35,454.62
ENV-01398,2026-06-09,2026-06-08,SED-07,Puno,Puno,Sierra,Río Rápido,Camión,94.3,0,0.0,188.8,248.9,1,9,272.56
ENV-01399,2026-06-09,2026-06-08,SED-07,Puno,Puno,Sierra,Río Rápido,Camión,209.9,1,2.7,353.1,430.1,1,28,584.71
ENV-01400,2026-06-11,2026-06-08,SED-07,Puno,Puno,Sierra,Costa Norte,Van,76.2,0,0.0,150.2,131.8,0,28,298.95
ENV-01401,2026-06-08,2026-06-08,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Moto,56.1,1,1.7,113.9,140.0,1,10,251.97
ENV-01402,2026-06-10,2026-06-08,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Van,72.2,0,0.0,145.2,170.5,1,34,310.28
ENV-01403,2026-06-10,2026-06-08,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Camión,41.8,1,45.9,114.3,162.1,1,9,223.11
ENV-01404,2026-06-08,2026-06-08,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Van,48.3,0,0.0,115.4,99.8,0,6,180.63
ENV-01405,2026-06-10,2026-06-08,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Camión,62.6,1,42.4,143.9,212.0,1,36,344.24
ENV-01406,2026-06-11,2026-06-08,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Camión,48.2,0,0.0,123.4,125.6,0,29,251.66
ENV-01407,2026-06-11,2026-06-08,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Camión,81.5,1,12.7,170.7,199.3,1,31,362.79
ENV-01408,2026-06-12,2026-06-08,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Moto,235.4,1,15.2,302.2,364.7,1,33,646.05
ENV-01409,2026-06-13,2026-06-08,SED-09,Huancayo,Junín,Sierra,Costa Norte,Camión,142.7,0,0.0,257.6,305.4,1,27,415.57
ENV-01410,2026-06-14,2026-06-08,SED-09,Huancayo,Junín,Sierra,Río Rápido,Van,205.9,1,8.3,312.3,425.9,1,38,608.36
ENV-01411,2026-06-14,2026-06-08,SED-09,Huancayo,Junín,Sierra,Costa Norte,Van,375.7,0,0.0,524.6,615.8,1,22,819.38
ENV-01412,2026-06-08,2026-06-08,SED-09,Huancayo,Junín,Sierra,Costa Norte,Van,51.9,0,0.0,119.9,102.2,0,29,258.38
ENV-01413,2026-06-12,2026-06-08,SED-09,Huancayo,Junín,Sierra,Costa Norte,Van,98.2,0,0.0,177.8,181.2,0,21,316.94
ENV-01414,2026-06-08,2026-06-08,SED-09,Huancayo,Junín,Sierra,Costa Norte,Camión,84.9,1,30.8,175.6,197.7,1,13,313.11
ENV-01415,2026-06-10,2026-06-08,SED-09,Huancayo,Junín,Sierra,Río Rápido,Van,88.0,1,13.1,165.1,214.5,1,35,386.99
ENV-01416,2026-06-11,2026-06-08,SED-09,Huancayo,Junín,Sierra,Río Rápido,Van,183.8,0,0.0,284.8,295.5,0,23,477.15
ENV-01417,2026-06-09,2026-06-08,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,89.5,0,0.0,166.8,147.9,0,10,267.03
ENV-01418,2026-06-08,2026-06-08,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,127.3,0,0.0,214.1,202.5,0,17,356.79
ENV-01419,2026-06-13,2026-06-08,SED-10,Tarapoto,San Martín,Selva,Río Rápido,Moto,49.6,0,0.0,107.1,103.3,0,25,241.76
ENV-01420,2026-06-11,2026-06-08,SED-10,Tarapoto,San Martín,Selva,Apu Express,Camión,182.0,0,0.0,313.5,236.0,0,5,418.13
ENV-01421,2026-06-13,2026-06-08,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,152.2,0,0.0,245.3,224.8,0,19,407.94
ENV-01422,2026-06-13,2026-06-08,SED-10,Tarapoto,San Martín,Selva,Apu Express,Camión,163.5,0,0.0,287.2,269.3,0,23,440.67
ENV-01423,2026-06-14,2026-06-08,SED-10,Tarapoto,San Martín,Selva,Apu Express,Camión,138.9,0,0.0,252.3,278.6,0,29,415.0
ENV-01424,2026-06-12,2026-06-08,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Van,46.0,1,7.6,112.5,118.1,0,30,295.74
ENV-01425,2026-06-13,2026-06-08,SED-11,Iquitos,Loreto,Selva,Apu Express,Camión,98.4,1,14.2,194.8,198.8,0,19,356.11
ENV-01426,2026-06-13,2026-06-08,SED-11,Iquitos,Loreto,Selva,Apu Express,Van,122.2,0,0.0,207.7,218.7,0,41,422.01
ENV-01427,2026-06-08,2026-06-08,SED-11,Iquitos,Loreto,Selva,Costa Norte,Van,108.6,1,3.8,190.7,234.9,1,6,334.01
ENV-01428,2026-06-11,2026-06-08,SED-11,Iquitos,Loreto,Selva,Apu Express,Camión,137.8,1,16.4,250.6,273.9,0,32,467.18
ENV-01429,2026-06-10,2026-06-08,SED-11,Iquitos,Loreto,Selva,Río Rápido,Camión,62.5,0,0.0,143.7,135.4,0,14,230.85
ENV-01430,2026-06-13,2026-06-08,SED-11,Iquitos,Loreto,Selva,Río Rápido,Moto,140.8,1,7.4,202.8,259.4,1,40,497.4
ENV-01431,2026-06-12,2026-06-08,SED-11,Iquitos,Loreto,Selva,Apu Express,Van,127.1,1,13.9,213.9,306.9,1,32,447.96
ENV-01432,2026-06-13,2026-06-08,SED-11,Iquitos,Loreto,Selva,Río Rápido,Moto,107.6,0,0.0,168.0,183.2,0,35,377.18
ENV-01433,2026-06-13,2026-06-08,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Moto,11.7,1,7.2,67.2,72.0,0,40,264.99
ENV-01434,2026-06-12,2026-06-08,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Van,76.7,0,0.0,150.9,149.1,0,29,303.0
ENV-01435,2026-06-12,2026-06-08,SED-12,Pucallpa,Ucayali,Selva,Apu Express,Camión,137.1,0,0.0,249.7,265.0,0,30,414.76
ENV-01436,2026-06-13,2026-06-08,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Van,60.4,0,0.0,130.4,154.9,1,5,199.14
ENV-01437,2026-06-14,2026-06-08,SED-12,Pucallpa,Ucayali,Selva,Apu Express,Moto,137.2,1,12.1,199.1,287.7,1,17,419.7
ENV-01438,2026-06-13,2026-06-08,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,144.7,1,4.1,235.9,238.5,0,22,448.67
ENV-01439,2026-06-08,2026-06-08,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,91.6,0,0.0,169.5,176.4,0,10,270.91
ENV-01440,2026-06-09,2026-06-08,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Camión,73.5,0,0.0,159.4,154.4,0,21,272.47
ENV-01441,2026-06-21,2026-06-15,SED-01,Lima,Lima,Costa,Costa Norte,Van,33.9,1,15.0,97.4,109.8,1,9,208.95
ENV-01442,2026-06-20,2026-06-15,SED-01,Lima,Lima,Costa,Apu Express,Camión,308.8,0,0.0,493.5,429.7,0,17,683.56
ENV-01443,2026-06-17,2026-06-15,SED-01,Lima,Lima,Costa,Apu Express,Van,125.2,0,0.0,211.5,205.0,0,14,343.82
ENV-01444,2026-06-21,2026-06-15,SED-01,Lima,Lima,Costa,Apu Express,Camión,102.9,0,0.0,201.1,186.4,0,11,294.26
ENV-01445,2026-06-21,2026-06-15,SED-01,Lima,Lima,Costa,Apu Express,Van,198.5,1,7.4,303.1,373.0,1,36,588.81
ENV-01446,2026-06-18,2026-06-15,SED-01,Lima,Lima,Costa,Apu Express,Camión,50.1,0,0.0,126.1,126.1,0,20,227.11
ENV-01447,2026-06-15,2026-06-15,SED-01,Lima,Lima,Costa,Costa Norte,Van,47.8,1,62.8,114.8,207.2,1,6,224.67
ENV-01448,2026-06-15,2026-06-15,SED-01,Lima,Lima,Costa,Río Rápido,Van,86.1,0,0.0,162.6,228.8,1,8,254.81
ENV-01449,2026-06-18,2026-06-15,SED-02,Piura,Piura,Costa,Apu Express,Camión,21.4,0,0.0,85.3,103.5,1,5,128.95
ENV-01450,2026-06-21,2026-06-15,SED-02,Piura,Piura,Costa,Apu Express,Camión,90.4,0,0.0,183.4,224.3,1,12,274.99
ENV-01451,2026-06-19,2026-06-15,SED-02,Piura,Piura,Costa,Costa Norte,Camión,44.1,1,5.2,117.7,154.5,1,41,326.56
ENV-01452,2026-06-20,2026-06-15,SED-02,Piura,Piura,Costa,Río Rápido,Camión,73.1,0,0.0,158.8,148.3,0,40,330.6
ENV-01453,2026-06-17,2026-06-15,SED-02,Piura,Piura,Costa,Costa Norte,Van,165.1,0,0.0,261.4,278.2,0,13,412.52
ENV-01454,2026-06-18,2026-06-15,SED-02,Piura,Piura,Costa,Costa Norte,Van,139.4,0,0.0,229.2,248.7,0,19,384.79
ENV-01455,2026-06-15,2026-06-15,SED-02,Piura,Piura,Costa,Apu Express,Van,74.3,1,4.8,147.9,163.1,0,35,362.25
ENV-01456,2026-06-21,2026-06-15,SED-02,Piura,Piura,Costa,Costa Norte,Camión,26.4,1,18.4,92.5,137.9,1,34,272.91
ENV-01457,2026-06-16,2026-06-15,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Camión,161.7,0,0.0,284.6,307.9,0,34,471.48
ENV-01458,2026-06-18,2026-06-15,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Van,316.0,0,0.0,450.0,542.8,1,23,715.09
ENV-01459,2026-06-20,2026-06-15,SED-03,Trujillo,La Libertad,Costa,Apu Express,Van,39.4,0,0.0,104.3,107.3,0,12,183.19
ENV-01460,2026-06-21,2026-06-15,SED-03,Trujillo,La Libertad,Costa,Apu Express,Van,63.3,0,0.0,134.2,176.1,1,30,282.01
ENV-01461,2026-06-20,2026-06-15,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Camión,194.2,0,0.0,330.8,316.6,0,15,471.04
ENV-01462,2026-06-20,2026-06-15,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Camión,49.5,0,0.0,125.3,133.3,0,6,182.68
ENV-01463,2026-06-19,2026-06-15,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Camión,92.7,0,0.0,186.7,233.6,1,9,269.79
ENV-01464,2026-06-15,2026-06-15,SED-03,Trujillo,La Libertad,Costa,Apu Express,Van,37.7,0,0.0,102.1,102.4,0,23,214.17
ENV-01465,2026-06-15,2026-06-15,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Camión,138.1,0,0.0,251.1,237.6,0,11,357.7
ENV-01466,2026-06-15,2026-06-15,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Moto,85.1,0,0.0,144.4,175.1,1,16,277.83
ENV-01467,2026-06-18,2026-06-15,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Van,113.2,0,0.0,196.5,194.3,0,32,377.91
ENV-01468,2026-06-15,2026-06-15,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Camión,192.7,0,0.0,328.7,287.1,0,25,499.43
ENV-01469,2026-06-17,2026-06-15,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Camión,86.1,1,2.0,177.3,192.7,0,16,324.65
ENV-01470,2026-06-17,2026-06-15,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Van,55.1,0,0.0,123.8,140.1,1,16,223.73
ENV-01471,2026-06-18,2026-06-15,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Van,28.2,0,0.0,90.3,93.8,0,10,156.77
ENV-01472,2026-06-20,2026-06-15,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Van,109.6,0,0.0,192.0,238.5,1,13,312.61
ENV-01473,2026-06-20,2026-06-15,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Moto,50.8,0,0.0,108.4,109.2,0,35,274.97
ENV-01474,2026-06-16,2026-06-15,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,208.9,0,0.0,316.2,297.3,0,41,578.17
ENV-01475,2026-06-21,2026-06-15,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Camión,75.0,0,0.0,161.4,170.5,0,15,256.42
ENV-01476,2026-06-18,2026-06-15,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Van,38.9,0,0.0,103.7,118.5,1,7,166.76
ENV-01477,2026-06-19,2026-06-15,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Moto,83.6,0,0.0,142.7,171.7,1,13,265.69
ENV-01478,2026-06-17,2026-06-15,SED-05,Arequipa,Arequipa,Sierra,Río Rápido,Moto,22.4,0,0.0,78.5,97.7,1,31,211.46
